title,company,location,link,description,skills,clean_title
(#1316 )- Python and Machine Learning Engineer,Sails Software,"Visakhapatnam, Andhra Pradesh",https://in.indeed.com/rc/clk?jk=542a979df409a132&bb=Y9f3KlSxYvwPc-bC2GGW4VTPAmP-UohxPyw936Ep7HImqiAvkEcp_Xa9JvnkmcPK7-r7DnUBxh7U7d4txb50LabeOfdBSoQUzvZW9w161pVHF39Nl8SDYmfIvKLc_FSQubFoLqo7x06Y-1tSuO8ovA%3D%3D&xkcb=SoBi67M3jAt08wz4kB0ObzkdCdPP&fccid=9992056fdb7197a3&vjs=3,"Visakhapatnam, Andhra Pradesh Work Type: Full Time Experience: 2+ Years Strong Python skills (NumPy, Pandas, Scikit-learn), core ML knowledge (regression, clustering) math fundamentals (stats, linear algebra), Git preferably exposure to deep learning (TensorFlow/PyTorch) web frameworks (Flask/Django) databases (SQL) cloud basics, backed by a CS degree knack for problem-solving and continuous learning to build, test, and deploy AI solutions. Open Date: Apr-13-2026","['django', 'pytorch', 'numpy', 'flask', 'pandas', 'tensorflow', 'sql', 'python', 'deep learning']",Machine Learning Engineer
AI / ML Engineer,Accenture,"Bengaluru, Karnataka",https://in.indeed.com/rc/clk?jk=69c0fdfc7e3639b1&bb=9POcATjFhUaOuyMOGZkuUMREL8YIlzoeSIlwRfMM13R0guuTNcsr6uQzgOOc1KGfP6zpadXrvz4LB2-mrY0f_T4ix-ATDgJfD1xyG2nHbg8l13ipFLJKBvld4cruPqULymnMKlVyZ3jYMR3VYSvChXL9G0pM-hCu&xkcb=SoC_67M3jA73XJzCVh0GbzkdCdPP&fccid=a4e4e2eaf26690c9&vjs=3,"Project Role : AI / ML Engineer Project Role Description : Develops applications and systems that utilize AI tools, Cloud AI services, with proper cloud or on-prem application pipeline with production ready quality. Be able to apply GenAI models as part of the solution. Could also include but not limited to deep learning, neural networks, chatbots, image processing. Must have skills : Computer Vision Good to have skills : NA Minimum 18 year(s) of experience is required Educational Qualification : Ph.D. in Computer Science, Electrical Engineering, Electronics, Electronics and Communication, Data Science/AI, Mathematics and Statistics from premium institutes like IITs, IISc, IIITs and ISIs Role Overview: We are seeking a visionary AI Research and Innovation Lead to spearhead our efforts in Agentic AI—developing autonomous, goal-driven AI systems capable of reasoning, planning, and interacting in complex environments. This role is ideal for a thought leader passionate about pushing the boundaries of intelligent agents. Key Responsibilities: Lead R&D in agentic architectures, autonomous agents, including planning, memory, tool use, and self-reflection, human agent collaboration, model/agent drift detection. Design and prototype autonomous agents for real-world applications (e.g., enterprise automation, digital assistants, healthcare autonomous agents). Collaborate with solutioning, delivery and engineering teams to integrate agentic capabilities into scalable systems across various industries, collaborate with Responsible AI team to ensure the polices are baked in the solutions, consulting team to provide technical depth in AI, academia and industry partners for pushing the research boundaries. Publish and present novel and innovative research findings in top AI venues. Develop a larger AI talent and foster a culture of continuous learning across practice and organization. Mentor a team of researchers and engineers. Support client engagements by providing consulting and solutioning for complex client problems by bringing in niche AI skills and utilizing advanced internal and external frameworks and accelerators. Required Skills: A Ph.D. in Computer Science, Electrical Engineering, Electronics, Electronics and Communication, Data Science/AI, Mathematics and Statistics from premium institutes – IITs, IISc, IIIT and ISI Overall experience 15-18 years and Relevant experience (post PhD) 5+ years. Deep expertise in reinforcement learning, autonomous agents, and multi-agent systems. Strong understanding of LLMs and their integration into agentic workflows. Experience with frameworks like LangChain, AutoGPT, or similar. Proven track record of innovation and publications. Ph.D. in Computer Science, Electrical Engineering, Electronics, Electronics and Communication, Data Science/AI, Mathematics and Statistics from premium institutes like IITs, IISc, IIITs and ISIs","['statistics', 'deep learning']",Machine Learning Engineer
AI Architect,Cognizant,"Hybrid work in Chennai, Tamil Nadu",https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A1rHqZLk321Q10RSLVBDRRuQAsr7HQrgI-4QF8Hc3LEfCRXHbSJVeH76ioZ77cX0flzTtwNnhVtdM2DBGcMN0B-6WQ395OKLqf0woz37LNNfvn1_UJM9ZOi0cLjV7qMNQgnr0O4CUEvTngcz1KjK9K9vYBcyPoVUbczE-Gr7t1wwN75DVtliUwdLsR7eQfcLIOrGdQn65qad71xr4ySnS1RNHobPWChhGS0TUvLTDqPVCc2nJSWLe9cusoSMve5h5ees-DWJGDfYn8LX411FocM35n5icIGBu7UZOhQPFpC-3jSIqcbcaiEjAMomuUtwo9NYhpjm2yYUeA7sqBUBC1YVkfc_4B-ZZdYSY-wtqNNV2fo1MpFiH3u0UIoTmrO6crNV3g7aokiVSV15jVA08c-CxtWLC6OVWWx7uW5IiqBvr_9in-FF9xo1IFcyVfcX4W5_QIM2NJRCqpxVEMRz6r6fxTULe5aBkO7J5GzPEILJAYK1p-E6IpbitLD9p7BFfHAejAaejir-Gj_kDukZ_T8cA9kemRR6kzfkDjk2zTd-dwjRs66VGFJSSMbrsxrsIf-O6_MUXTdklNT98x4Sd9-5LW7c8qhYMhOfYemRPT4PPdJept7KkWXR20yvFzfnAL83LfeEp2XgFqpX_Vm629KZmORohBsVpnrb7Z3Ehh1gcO4m2IKuDM_qKCnjo3ggOxlkELIXLnAK5RJfV2yLD-&xkcb=SoCj6_M3jA5DXoTCT50DbzkdCdPP&camk=UoKtGZLa3XJOwyqHzMPJVg==&p=8&fvj=0&vjs=3,"AI Architect JD: Role Description: We are seeking a highly skilled and passionate Consulting Architect / Lead to define and deliver the end-to-end vision, architecture, and successful production deployment of complex, autonomous AI systems (Agentic AI) . This role requires a blend of strategic thinking and hands-on technical expertise to design scalable, secure, and high-performing AI/ML solutions on leading cloud platforms. The candidate will join Cognizant’s AI Centre of Excellence ( CoE ), a strategic unit dedicated to driving our ambition to become an industry leader in AI. As part of this team, the candidate will work on high-impact, high-visibility projects that shape the future of AI-driven solutions for global enterprises. Beyond project delivery, the role offers ample opportunities for research, innovation, and the development of groundbreaking ideas that push the boundaries of AI technology The candidate must have: Strong client-facing skills with ability to translate complex AI concepts into clear, compelling business solutions Track record of delivering rapid POCs and transitioning them into production-ready solutions. Deep knowledge of modern AI ecosystems: LLM and Agentic frameworks, model fine-tuning, Context engineering, vector databases, cloud AI services (AWS, Azure, GCP). Should have an understanding of prompt/context engineering, LLM fine-tuning, and vector stores (e.g. Pinecone, FAISS, Weaviate). Proven experience implementing observability for models (drift, accuracy, bias, and performance). The Candidate must be able to: Serve as the authority on product rationalization, critical architectural choices, trade-offs, and technology stack selection. Work closely with Product Owners to define requirements, Data Scientists, Business Stakeholders acting as the primary technical interface. Lead the design and development of agentic systems. This involves selecting the right frameworks (like CrewAI, LangGraph, etc or proprietary solutions) and architectural patterns. Engineer dynamic context using memory modules, prompt templates, and retrieval strategies. Define and enforce guardrails and context governance across agent interactions and LLM outputs. Prioritize security by implementing secure architecture patterns Design and automate Continuous Integration and Continuous Delivery (CI/CD) pipelines, leveraging tools like Azure DevOps, GitHub Actions, or similar systems Minimum Qualifications: Bachelor's degree in computer science, Engineering, Statistics, Mathematics, Information Systems, or a related quantitative field (or equivalent experience) from reputed institutions 10+ years of experience in business consulting/Product management/data analysis roles with a focus on enterprise-scale data systems and tooling Proficiency in GenAI stack and scripting language such as Python. Hands-on experience with agentic AI frameworks such as LangChain, LangGraph, CrewAI, or equivalent, including designing multi-agent workflows and tool-augmented reasoning systems. Demonstrated experience supporting AI/ML projects with relevant data analysis and business understanding Good to have experience in working with large datasets, distributed data systems (e.g., Hive, Spark), and data visualization platforms (e.g., Tableau, PowerBI) Soft Skills: Excellent communication and stakeholder management skills. Ability to lead technical discussions and influence decision-making.","['aws', 'data visualization', 'azure', 'statistics', 'excel', 'data analysis', 'tableau', 'python']",Other
AI Data Engineer,EagleView,"Bengaluru, Karnataka",https://in.indeed.com/rc/clk?jk=4be13d78955b6872&bb=CaEVEDiKwnCVkjBn5WooHgcQg823DkRH8x6o9x5V8-dm28QeSt0U_xqm1sm7QqrjikGQWk48T-m9q3XxaE_lZ16doIKKEuxmjIXi8y3z-GOwzlzkg2e51Qi7J-fneKTFke4vrrdAZS94kJzjwDfuWw%3D%3D&xkcb=SoAn67M3jA8BmlgfKb0PbzkdCdPP&fccid=3f11836ada2d0e87&vjs=3,"About Us: EagleView , the leader in geospatial intelligence, focused on building next-generation AI systems that distill high-resolution aerial imagery into dynamic, actionable insights is seeking an AI Data Engieer. We are advancing the state of the art in AI by developing agentic AI—capable of reasoning, decision-making, and spatial awareness—to augment and automate workflows in environmental monitoring, disaster response, urban planning, construction, government, and infrastructure management. Overview: The AI Data Engineer will help develop and implement scalable AI and agentic systems for interpreting and exploiting aerial imagery. You’ll help develop end-to-end AI solutions—spanning model pipelines, APIs, and deployment workflows—that interface seamlessly with large imagery datasets and downstream applications. This is a high-impact, cross-functional role requiring hands-on technical skills, strategic thinking, and strong communication. This position will work in parallel with others to advance new ideas as they emerge from Eagleview Innovation Labs and into the hands of customers. We are a fast-paced, energetic team driven by continuous process improvement. We’re looking for motivated, organized, and independent team members. This position requires excellent communication skills and the ability to quickly pick up new technologies. Responsibilities: AI Data Infrastructure & Pipeline Development: Develop, and implement AI/ML models and algorithms to solve complex business problems and improve operational efficiency. Build and maintain tools, datasets, and data resources optimized for AI systems, including structured datasets, knowledge bases, and data pipelines that support model training and LLM applications. Develop and integrate LLM-based solutions using modern GenAI tooling such as prompt engineering, RAG pipelines, and agent frameworks. Evaluate and optimize LLM outputs for accuracy, bias, safety, and reliability while ensuring cost-effective usage of AI infrastructure. Work with tools and frameworks such as PyTorch, Hugging Face, LangChain, LangGraph, Langfuse, and related AI orchestration Collaborate with engineering, product, and data teams to integrate AI solutions into production systems and existing workflows. Implement data pipelines to extract insights from large datasets and support AI system development and evaluation. Stay current with emerging LLM models, AI tooling, and GenAI trends, and proactively introduce improvements to systems and workflows. Ensure responsible AI development by incorporating data privacy, ethical considerations, and governance practices into AI solutions. Participate in technical reviews, design discussions, and planning meetings, and clearly communicate technical decisions, risks, and trade-offs. Qualifications: Required Experience: 2–4 years of hands-on experience in software engineering, data analysis, or applied machine learning engineering. Strong programming experience in Python, with familiarity in Go or TypeScript for building AI-enabled systems or services. Practical experience working with LLMs, prompt engineering, RAG architectures, or agent frameworks. Familiarity with AI orchestration tools such as LangChain, LangGraph, Langfuse, or similar frameworks. Experience working with cloud platforms such as AWS, including services that support AI or data pipelines. Strong analytical and problem-solving skills with the ability to work on complex data-driven problems. Effective communication skills and the ability to collaborate with cross-functional teams. Preferred Experience Experience building AI-powered applications using LLM APIs (OpenAI, AWS Bedrock, etc.). Knowledge of MLOps / LLMOps, including model deployment, monitoring, and lifecycle management. Experience with vector databases, embeddings, and retrieval systems. Exposure to multi-agent systems or autonomous workflows. Familiarity with data governance, privacy, and responsible AI practices. EEO Statement: This job description is not an exclusive or exhaustive list of all job functions that a workforce member in this position may be asked to perform. Duties and responsibilities can be changed, expanded, reduced, or delegated by management to meet the business needs of the company. The compensation offered to the successful candidate will be based on a variety of factors, including but not limited to, the candidate’s work experience, education and licenses, work-related training, key skills, the core duties of the role and its associated responsibilities, additional benefits offered, and the location where the work will be performed.","['aws', 'pytorch', 'machine learning', 'excel', 'data analysis', 'python']",Data Engineer
AI Engineer (n8n),AceNet Consulting,"Bengaluru, Karnataka",https://in.indeed.com/rc/clk?jk=bc9216e31ace5149&bb=Y9f3KlSxYvwPc-bC2GGW4Y32YafM2zpwMxgSOP1e5QRcOpoLFS7NMLHYKcHRAmbkkgpH3KeJkfQMlfG-k8dapblUPcoL0Do9cbi99tJS5c33JjQpmD8C698loDg-1urfMWp6wah8ptxjCpji9-XCOQ%3D%3D&xkcb=SoDW67M3jAt08wz4kB0PbzkdCdPP&fccid=243f901feab5d499&vjs=3,"Experience: 3 to 5 years Location: Bengaluru, Gurgaon, Pune Job code: 101453 Posted on: Mar 24, 2026 About Us: AceNet Consulting is a fast-growing global business and technology consulting firm leveraging a consultative approach, deep domain expertise and strong technology capabilities across business transformation, IT strategy & architecture, digital transformation, data engineering & analytics, AI/ML, cloud & infrastructure, enterprise applications and emerging technologies to deliver value to our global clients. AceNet’s marquee clients include Tier-1 and Tier-2 banking & financial services, asset & wealth management, healthcare, consumer retail, eCommerce & logistics, engineering, government & public sectors, consulting and technology firms. With presence across Abu Dhabi UAE, Texas USA and India (Bangalore, Gurgaon & Pune), AceNet brings strong consulting and delivery capabilities across project staffing, managed services, outsourcing and offshoring. Job Summary: We are looking for AI Engineer (n8n) who will be responsible for designing, integrating, and automating business processed using AI agents, workflows and data pipelines, primarily using the n8n platform. The role requires hands-on technical expertise, collaboration with cross-functional teams, and the ability to communicate technical concepts clearly. Candidates should have 3-5 years of relevant experience. Key Responsibilities: 3-5 years of experience as an AI Engineer, AI and Automation Engineer, or similar role. Strong background in AI and automation, with hands-on experience using workflow automation tools such as n8n, Power Automate, or Zapier. Proven experience in implementing RAG on both structured and unstructured data in an enterprise environment. Experience in designing multi-agent architectures and embedding AI within business processes for automation. Prior experience in building or working with chatbots will be considered an added advantage Excellent communication and collaboration skills. Why Join Us: Opportunities to work on transformative projects, cutting-edge technology and innovative solutions with leading global firms across industry sectors. Continuous investment in employee growth and professional development with a strong focus on up & re-skilling. Competitive compensation & benefits, ESOPs and international assignments. Supportive environment with healthy work-life balance and a focus on employee well-being. Open culture that values diverse perspectives, encourages transparent communication and rewards contributions. How to Apply: If you are interested in joining our team and meet the qualifications listed above, please apply and submit your resume highlighting why you are the ideal candidate for this position.",['excel'],AI Engineer
AI Engineer - Enterprise Search,Atomicwork Inc,"Bengaluru, Karnataka",https://in.indeed.com/rc/clk?jk=095d36e46bc2670e&bb=0yFN0yDmIeQes4DuWHG9oyDIW2tXICHFN_Zp0t065OTjGw8cPMa4O7VYZgEkccNdUn-BkafEqxx66okDGOnGjmYjTXvSW-DlIF6DFUtX13cFTFRRPTl2B3rKJzDYSVdY0qZQI_IJSZhaIV63GKyXtQ%3D%3D&xkcb=SoA767M3jA8dUEzCVh0DbzkdCdPP&fccid=2fe30b1c1f151b7c&vjs=3,"AI Engineer - Enterprise Search Overview We are looking for an experienced Enterprise Search Lead to build and optimize our multi-tenant enterprise search solution. This role focuses on creating scalable systems that integrate seamlessly with customer environments, leveraging cutting-edge AI and ML technologies. You will design and manage the enterprise knowledge graph, implement personalized search experiences, and drive AI- powered innovations to enhance search relevance and ITSM workflows. What You Will Do: Build and structure our enterprise knowledge graph to organize content, people, and activity into meaningful relationships for better search relevance. Develop and refine personalized ranking models that adapt to user behavior and improve search results over time. Design ways to adapt AI language models to each customerʼs data for enhanced accuracy and context. Explore innovative methods to combine LLMs with search engines for answering complex queries Write clean, robust, and maintainable code that integrates smoothly with multi-tenant systems. Collaborate with cross-functional teams to align search capabilities with ITSM workflows. Mentor junior engineers or learn from experienced ones to grow as a technical leader. What You Should Have 3-5 years of experience working on enterprise search products with AI/ML integration. Expertise in multi-tenant systems and securely integrating with external customer systems. Hands-on experience with tools like Elasticsearch, Solr, or similar search platforms. Strong coding skills in Python, Java, or equivalent languages. A passion for solving complex problems with AI and delivering intuitive user experiences.","['java', 'python']",AI Engineer
AI ML Engineer,"Arrow Electronics, Inc.","Noida, Uttar Pradesh",https://in.indeed.com/rc/clk?jk=df75129ce76bf41b&bb=0yFN0yDmIeQes4DuWHG9oyDIW2tXICHFHas-Baf-f3Xh4h8LPcwrdsGkNJLib0V7C8win2TpUrHosF4X422qEGHopaX9_oakLtephE1ACRoy31UuwhFEu1aKI7e92aagDkXMK9DMg_8_4X82nNLfIw%3D%3D&xkcb=SoAB67M3jA8dUEzCVh0FbzkdCdPP&fccid=38ee0d4d719341c1&vjs=3,"Position: AI ML Engineer Job Description: 2 to 5 years of experience in understanding the problem statement, data handling/triage, selecting and improving neural network models using deep learning frameworks to solve business problems. Excellent hands-on Coding in Python (mandatory), C/C or Java. Experience in developing AI/ML/DL models by using transfer learning or from scratch. Reasonably good knowledge on leading deep learning frameworks like Tensorflow, PyTorch, ONNX, Keras and others. Working experience in computer vision models like Yolo, Mobilenet, Resnet etc. Good understanding and working knowledge of AI/ML/DL on Edge (for e.g. Nvidia Jetson family, Qualcomm, Intel, Rpi). Thorough understanding and experience of DL/AI/ML lifecycle - full neural network pipeline, starting from data collection to model building to experimental framework to data analytics. Developed/optimized various models in computing domain (Video, Statistics , Audio and others). Demonstrated experience in completing data science projects with or without minimal supervision. Must possess conceptual understanding of various modelling techniques, pros and cons of each technique. Added Advantage: Proven record of migrating Al/ML/DL models/algorithms to low level platforms. Familiar with optimizing code for minimal usage of CPU and memory. Location: IN-GJ-Ahmedabad, India-Ognaj (eInfochips) Time Type: Full time Job Category: Engineering Services","['java', 'pytorch', 'statistics', 'excel', 'tensorflow', 'python', 'deep learning']",Machine Learning Engineer
AI ML Engineer,Optum,"Noida, Uttar Pradesh",https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BWpgndjYL01xMr26yTqLCDFb3b3BUdaEwmMV3w6lpNxfdb7iEvGm0gmfmM0o9B9H_f79WC9FQaqjpRibIzaQtjfFN8kumxgtOk6vtn6tWl1WlMf4yk5itkGRXpPk9_vcO0z2bAdbJudDiD4kgfjJgy8Q295AUeqQX6d4SnNn_338oM-ZXz7OHNDOPRDL2V9xlcboJP9BBHet-mIgtX3L0IA3H_XY6urA0wWGK0G-syyaJ_LQdJIE5Fr6c5xHkMSR4AzjqM1dLRDagZfZhsJuPnFr8iE0rWyhPIhaXpH65sA3zS4wfhI7opYf7PLWTZ24fB6T33jj_x3McLnT1sjXo3BdqF_-E5TqcuPYCAWoKOLqzTtLZkdQqi2MG4JYL7oYcOhAlwoxUR0gvNqvNb3DoFqyipHS_KUr_2QS2lAX9UymMoMbFBnkD3ag1laS42BwpxPhbCNaBt24i9N6E0PzaTjP3uoIRsMbkyUXBhJJm1rXQrdsV9fXIWICxZ0B3qJqCAEoBvuvbxYoAYCYiPvQcghawpWb_kByohHvYrXxWotCRlRuBVHQcUw_13_CeIW4FFfi2FjzQSMXkt1Qh-KBOs30wsEJOGfuMKA1KL7gGfDnyPIQ2jksCSVGQjV4Nvi6Phk4KXKfbO7w95W-aV9cW2YATg5233AycGX6z3GXgGuyBEGZTyFmxACkHm2-8AlBYi5xoupA1uNTEjyYW-BTJW4mPwklYpErYLPe5aE5mKAkKdvm8u5jgo-0PiiUZAKyi7-WUPdRu5Avihfj2LWbE8hWf07h-bsez8hrbKcKkqfw==&xkcb=SoCo6_M3jA8dUEzCVh0LbzkdCdPP&camk=ethIe0s0hed5mhSVDYdqwA==&p=0&fvj=0&vjs=3,"Optum is a global organization that delivers care, aided by technology to help millions of people live healthier lives. The work you do with our team will directly improve health outcomes by connecting people with the care, pharmacy benefits, data and resources they need to feel their best. Here, you will find a culture guided by inclusion, talented peers, comprehensive benefits and career development opportunities. Come make an impact on the communities we serve as you help us advance health optimization on a global scale. Join us to start Caring. Connecting. Growing together. Primary Responsibilities: Design, build, and deploy scalable AI/ML solutions Own model development lifecycle from problem definition to production Develop robust feature pipelines and model inference systems Optimize model performance, scalability, and reliability Collaborate with product, engineering, and business teams Contribute to MLOps practices and automation Review and guide junior engineers' work Comply with the terms and conditions of the employment contract, company policies and procedures, and any and all directives (such as, but not limited to, transfer and/or re-assignment to different work locations, change in teams and/or work shifts, policies in regards to flexibility of work benefits and/or work environment, alternative work arrangements, and other decisions that may arise due to the changing business environment). The Company may adopt, vary or rescind these policies and directives in its absolute discretion and without any limitation (implied or otherwise) on its ability to do so Required Qualifications: Bachelor's degree in Engineering 4+ years of applied AI/ML experience Experience delivering ML solutions into production Key Skills: Advanced Python and ML/DL frameworks (PyTorch, TensorFlow) Strong grasp of ML algorithms, evaluation, and optimization Experience with production ML systems MLOps tools (MLflow, CI/CD, model monitoring - preferred) Cloud platforms (Azure/AWS/GCP - preferred) System design and analytical thinking Preferred Qualification: Master's in AI/ML or related At UnitedHealth Group, our mission is to help people live healthier lives and make the health system work better for everyone. We believe everyone-of every race, gender, sexuality, age, location and income-deserves the opportunity to live their healthiest life. Today, however, there are still far too many barriers to good health which are disproportionately experienced by people of color, historically marginalized groups and those with lower incomes. We are committed to mitigating our impact on the environment and enabling and delivering equitable care that addresses health disparities and improves health outcomes - an enterprise priority reflected in our mission.","['aws', 'pytorch', 'azure', 'tensorflow', 'python']",Machine Learning Engineer
"AI or ML Engineer - Python, Scikit Learn, TensorFlow or PyTorch",Optum,"Hyderabad, Telangana",https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BWpgndjYL01xMr26yTqLCDFb3b3BUdaEwmMV3w6lpNxfdb7iEvGm0gmfmM0o9B9H9B0ZyZORxvlUf3qmUdLH_3uy5rhqnVMCVxyvqp94Vq_o7O5wvI9BtHL8DJyJTMBJUUZvMIYGRf3qXJwoVWMI3DnEsDejxkRgctQwR1IyzD-zDF-dvtA8aSoLqEJ8-tCQGO1pcTBpzwiE0PFKH4ENGBsDjW1II4CFrVzkhvKR4HRMbbuA-eSRiUei2zmKpdVfKt4o7JeynvB6rOr7XBYf2RKcw7YHVe0fgvDEh4fSpqg2cqCGF5zmJNjQT_GcyqS6BQdKIYTPIod1UrlYB7nyjpW8wG1UYWhgW5DwmeVjL62aS979QQ5zp0rwHo1r7mdfwLZRqKVGlaqmqoOaSR8XhNLhAyUb5V16FV6QF7Os3IQTK-Dj-UbxyH5qeUkOx355reNfOg6TSDc8fSLvAeAX9lmGkWmlk_qmChmKZsEyuaZsF2tnzL_YKiR0amUELBHTwb1dRWY9AqaqsLBIVbxpgXJ7SD4dGt6ciHuYruRKkgP_PT_IhrC97zxCxiqqGWYzrqayfENwvl-e8Ox2aDb4EsP3HvBqzBo8S8yJW7S6dDKywEFkUvO_qng2QS4P_RbcXMjqPicUycigJNGQtVhlPAssbwfMaOFVggbccaJHuPDXk4uh1jZ51gDczGf1o3u6_4IvMxi6oC79QpA4DO2bI5D2b1eacGirvhcEP-Y3SnSFxnCC8VhtE4e2xLq-a_CKdqWkGYzf6fl-t2JPmJED253bmxQvJI1f9s9Q-mTJPS0Q==&xkcb=SoA66_M3jA8Kn4TCT50KbzkdCdPP&camk=ethIe0s0hed5mhSVDYdqwA==&p=1&fvj=0&vjs=3,"Optum is a global organization that delivers care, aided by technology to help millions of people live healthier lives. The work you do with our team will directly improve health outcomes by connecting people with the care, pharmacy benefits, data and resources they need to feel their best. Here, you will find a culture guided by inclusion, talented peers, comprehensive benefits and career development opportunities. Come make an impact on the communities we serve as you help us advance health optimization on a global scale. Join us to start Caring. Connecting. Growing together. We are seeking a highly skilled and experienced AI/ML Engineer to join our team. As a AI/ML Engineer, you will play a critical role in developing and implementing AI/ML solutions. You will be responsible for utilizing your expertise in Python, SQL, and various frameworks like Scikit Learn, TensorFlow, and PyTorch to deliver production-grade AI/ML projects. The ideal candidate will have 2 to 4 years of experience in Data Science, AI/ML, and a solid understanding of mathematical and statistical concepts. Experience in the US Healthcare domain and knowledge of Big Data and data streaming technologies are desirable. Primary Responsibilities: Develop and implement AI/ML solutions using Python, pandas, numpy, and SQL Utilize frameworks such as Scikit Learn, TensorFlow, and PyTorch to build and deploy models Perform exploratory data analysis (EDA), statistical analysis, and feature engineering to uncover insights and patterns in data Build, tune, and evaluate machine learning models for predictive and prescriptive analytics Conduct drift analysis to monitor model performance and ensure accuracy over time Collaborate with cross-functional teams to understand business requirements and translate them into technical solutions Work on the full life cycle of AI/ML projects, including data preparation, model development, tuning, and deployment Ensure the scalability, reliability, and efficiency of AI/ML solutions in production environments Stay updated with the latest advancements in AI/ML techniques and tools, and identify opportunities to apply them to enhance existing solutions Document and communicate findings, methodologies, and insights to technical and non-technical stakeholders Comply with the terms and conditions of the employment contract, company policies and procedures, and any and all directives (such as, but not limited to, transfer and/or re-assignment to different work locations, change in teams and/or work shifts, policies in regards to flexibility of work benefits and/or work environment, alternative work arrangements, and other decisions that may arise due to the changing business environment). The Company may adopt, vary or rescind these policies and directives in its absolute discretion and without any limitation (implied or otherwise) on its ability to do so Required Qualifications: Bachelor's or Master's degree in Computer Science, Data Science, Statistics, or a related field 2+ years of experience in Data Science, AI/ML, or a similar role Experience with the full life cycle of AI/ML projects, including EDA, model development, tuning, and drift analysis Hands-on experience in delivering production-grade AI/ML projects Solid understanding of mathematical and statistical concepts Proficiency in frameworks such as Scikit Learn, TensorFlow, and PyTorch Proven solid programming skills in Python, with experience in pandas, numpy, and SQL Proven excellent problem-solving and analytical thinking skills Proven solid communication and collaboration skills to work effectively in a team environment Preferred Qualifications: Knowledge of Big Data technologies (PySpark, Hadoop) and data streaming tools (Kafka, etc.) Familiarity with the US Healthcare domain At UnitedHealth Group, our mission is to help people live healthier lives and make the health system work better for everyone. We believe everyone–of every race, gender, sexuality, age, location and income–deserves the opportunity to live their healthiest life. Today, however, there are still far too many barriers to good health which are disproportionately experienced by people of color, historically marginalized groups and those with lower incomes. We are committed to mitigating our impact on the environment and enabling and delivering equitable care that addresses health disparities and improves health outcomes — an enterprise priority reflected in our mission.","['pytorch', 'numpy', 'machine learning', 'pandas', 'statistics', 'excel', 'tensorflow', 'sql', 'data analysis', 'python']",Machine Learning Engineer
