title,company,location,link
Databricks Data Engineer,Optum,"Bengaluru, Karnataka",https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BWpgndjYL01xMr26yTqLCDFb3b3BUdaEwmMV3w6lpNxfdb7iEvGm0gmfmM0o9B9H9-vYCdyBADKXTsdLB5oujns_NX-8seANSigvCCTrBVlNDQx8BDYHeD-wbPxYjpd5J-gAEXSKjRxFuA2EzU5YP-52oXvYUV7_joQdTix1KRWixXdXxksEVvCMK6_NCi2CZuRnj7NtxDaybHC_cNfgXbI7tQf0BFnjYjT918dmfZqOXhEbU0Zk0J3g_m00NA32MxzAxnofwkeOUZ-RyFWUKPj0nqscBKZQwqxolHDHdlUmdFQuXJd9GlSiecO2EImV96eTbi4i5WyatWME9uFc2tirD3wixQSTf_HROvMnaFVcbCOJblxWwsrt7BVs-P6fb0eLgwZj4n3jRzVpNG2lcP4X6rPcbJ6KDCO9x-NHASWl5dELxpUrjDcIExhjhPpSecilZLVCTBaLpETWxNJpiDI614sJNaozepq3AIFsWOkQ6Xs21ItWesoCKgAgvdCtdCoa9j05tkv3Qqz_HHsb08BJpXq1sjfOw-04xm0Ymd_2bZhBL1a3m8WZ-yywcw8QD4Jr40i70uJgSoOP7ykZmTPPsBNJZGk4rdYCNf0z_aOqxtPAhj9uKTYD3lExnZTHb5j31AHVaf6KWXsTrdeG2Pe_jhD_pcqyWPxfmWMT5YnP3eEVZiBWS21hAU3KhliruvNHbimTMOvuSLOQoQ0wR7hd8noFrMKy68raPNyxN-9GB1zDUSgA-9DTLoIW2DFdF_09zI-6VQmGEK7oeBj8BHocWNN-nlH0bIoBDtYFsFNg==&xkcb=SoA26_M3jAtqKCzDVB0CbzkdCdPP&camk=ethIe0s0hed5mhSVDYdqwA==&p=9&fvj=0&vjs=3
Manager - Data Science & ML Engineering,Zelis,Hybrid work in Telangana,https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CMjQd6K-mJQmnXP0NIaacqgU_ZnGMdJ3ZujbgiYs9cqb3DtnC5QIo5ZlnIk30BCeG1aq5W8vQc9W9LZxYjMd7kp_FicQInC5eCCx5ffHnbLUwAoOEx8-Qzh_5qWAfpIBswUDzUq5gaW0HFKJOPuMSDoIQJGLLpPSNITs5b4nisrMn64Rhf0CI27RJXgsAP-mvqmByL6WQz3BAyyFWdpnOzLj4x8BojeGdlOyIA_u0zHjrAiCUggNBKmEshRh6UtqwURww17F3rYkJ4oPwYvywga_jh9MZbwvnKVeWKdiqzewbVZo7cOIPXqBSWCugBAjluHT-hd1ZaQL9pmQT5sw_j4VH62L26uUwWuLSDcCdl6yrG3bzLxsyO3pxoKeM29JUpzPYQn-Falsx3pMP2WdljHtw_zSiOYTP8IaL6opMYU2xhS1pTbUy2H4snAKoKjrJJsemftvRVk7ziMl3kJHYkG_hpUN5y2iAo1FjqIibrj9ocjg5Tt42lZKniyr5H58NYySusc5rBE1XJll5owWyunno86QD1Dodn4P4Hl52AxpttzeuIKnuHp5QXNKmDYHRtvCyrNFva99nffxhDZjqHXenLtPGG3WECH7BvYpKt-ZE8-iUacdyn&xkcb=SoCr6_M3jAtqKCzDVB0BbzkdCdPP&camk=ethIe0s0hedhjE26FdisKA==&p=10&fvj=0&vjs=3
Data Engineer - EMEA Data & Analytics,Kenvue,"Hybrid work in Bengaluru, Karnataka",https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AnH6HNl3qg0QQoMtxRKZBdeOxG4LsryWJUV6u4ORaRKqUckZGVeOJzLn0Eg6o8XYI0hVg-_8OxkUp-ja1iL2bwBu4z-K1yF1MCglep1Vz7uuXK0TA8yW0uXFpgYvXDwBLqhExhsWWOoigB2_LC3J4C33w0A80fJsN-dPGmYMl3fnR_jfuKtfaVZ-eL7HS39LY4yMaJUfrHXxDV0hC82TW62EO10y4WcHdcufsUJ3Mog92RH0LLFw2a9R5NkEcg_j9WreQ0cg5rQv57oYcVcI5TI343h7l9D8mWzpwEdc2VcjQVU0FDhOXVDUU5dA1hu8jC6SiEIP-19aPB7frc6u9gIW3OReincNm28LexrJAp30qrDouhVkPfrZ7db_zbN8_isbvn8T8MDuNy42-JlYIpJzU3NKPyXeZ0C4uebP6OOfuiERXVyL2K26B9nvcu_y-xV7eZ6cuyv5XnwBhz2bEhGYVFz3Uw_qxopVPYMTSySvcd8xHibJcEhEjnC-5s2B2iUEjRsPysM9kswKh9n-s3i5iaZaac9h231Ojoyey_5vdrWLwUAvd1pgixGYRLZ5d_fjDPPR5CTPwwY_4f_nNejk7QuiroDzD6RnvWzNWmiyXWg6C9YVEHr5UnmrrcBNWve8nMbB-ZjAlpQc_F329nrSaw8ZNiyjkQtHH8EAwRIRe89UO3sYG8mM-yY_KkR2U5q5l2G4sxqlaQRY_sZakZuacnc9-sgU1nLcZLQoO1zpwLqgQjzK62m2cf8j1RlEj0zOJPMuJLjC4d5KGnNyJo5xHJby18IfHlrY6pRXurTXqERDCB6a7fUaiPqPz9SUxh0AbVYoaQoSHjrwjHDqWoBoP9XeHJl9E=&xkcb=SoAf6_M3jAtqKCzDVB0AbzkdCdPP&camk=C3EPSzFlQw-Qts97afg0Vw==&p=11&fvj=0&vjs=3
Senior Data Scientist - Demand Forecasting,o9 Solutions,"Remote in Bengaluru, Karnataka",https://in.indeed.com/rc/clk?jk=e3c6a49fa57ad300&bb=XbERbbPy2qSIfOLjgbo3X1WIsQ4vCfi4OMoyg51NHIBkq57QRju0AeLfI7g3tAM32MVFRwY5uLEo-0b7NB_JGaxHanOaXZZc67ovDc0rxHXhnaPN2cdrFQfiH-Ea_tkSav7ZeFOJh97mNJobJ61TtQ%3D%3D&xkcb=SoBl67M3jAtqKCzDVB0HbzkdCdPP&fccid=6a3ad03aa444a953&vjs=3
Principal Data Scientist,Meesho,"Bengaluru, Karnataka",https://in.indeed.com/rc/clk?jk=2cf18e8f8e60e528&bb=XbERbbPy2qSIfOLjgbo3XzgQHytkE91RPSPke5zZlr4YAJAsW1-LKICo2GPrEtdMOgIzD_kxhCS2YMOOlXDmJB0kCtPFG4rugDB8ogYZk4B_vsLQ1ncbYeYkBRjFPmIVVIOBPbtgcjTEfPwTZN9Pbw%3D%3D&xkcb=SoDR67M3jAtqKCzDVB0GbzkdCdPP&fccid=a07125726ff9e55d&vjs=3
Senior Data Scientist,Switchfly,"Remote in Noida, Uttar Pradesh",https://in.indeed.com/rc/clk?jk=d7212d78474e7590&bb=XbERbbPy2qSIfOLjgbo3X7AE1UCwgDqzwSJF5UutaLWwGw6Ae6p4H5QlpN1JmhnuxWb7FswvhS1HCmggviMK2-44yIgEiHCH2HB56GeptkQykkSMhQF3Wjb2bYfX3rwAATLy45a87K53rORVZxrefw%3D%3D&xkcb=SoBM67M3jAtqKCzDVB0FbzkdCdPP&fccid=9a989ebfc097894a&vjs=3
"Machine Learning Engineer, GenAI Technology",Point72,"Bengaluru, Karnataka",https://in.indeed.com/rc/clk?jk=69143fd06d6d7d69&bb=jVMqEyuzusFFjkRTHYWrEz55tCsHZwOuh2EVzbfeAB9sDMAC-8Mo3I0NVrcCQt4pT69kNvWAlV6JyOh0f2X_w6OHkGi7tSU5W3frHlDrIiFfYQarw5154KvmeHAowP4uEO_Vb5H2uyi4vE-XZBMsjHBFRR7D-f6lDOnvLWTMVUs%3D&xkcb=SoDW67M3jAt9p9zCVh0LbzkdCdPP&fccid=f1d5ebd0db298201&vjs=3
Data Engineer - X Delivery,Boston Consulting Group,"Gurugram, Haryana",https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Ad1FFWZOsBBwBZDGouyCcICeLSd3pQct3wJ1q5dPO7JNFPcbpYQ1XCYdTOV-ko2T57wlnQKHsRLP7P7BDYnxuJ3YoleXL9Cx1xL2MIF5_jcaKBnnzI6gbA2EDK_URH6tGCCIecFq2Z-L3IJbvbsKbWQMscVALTj6FkLmmThqmScNvyixCIApTRTNm0fPeftUIF8sy2L1khUFGf5jGFu8e_ohY5u8yXIgN-gf2sCwoBL7eUE5hJPRHNBIKe5XPXdzk0y8avSQg1QfWVUf7XTT3ZOSDVsRLtXJDAzj5azNKfqawY4dpk43DcyJasXZSAzGA65vCOYZmBRPfO5dh9fKPmIS3CDYrMHyfU-nwwRFkrrs51NxPu0zX0MXq2FmjD-01cNQAEgJlcwQ_XqujR3nnCDSTgiNS0fqiDAgNpwBSym10n6y6FpPrEjEf7cBlrUUDBXJqLn5oHzDy2n7XOSMLB3tZb_ai6n2neyd-OtJfB4Mlq9DoLVxpcmU7GjVGUwQnGhQRks_0mVkhbm9FV82DwBPqqoJzgCFWlicZ51H7RW4glSz5yxnmlWaS4rT9He_HHOAtpd0g_heGcuuHZW45qGqI6ISg8SCpFps9i41DOhJfxEsH_5R9WdhsNA2d869pjJcoHS7uzUYJ9hJx_yvysRiL_P9c2KDclXs8I2yf-0iENnBq-fUjGi_4RUcYdwWOHzzUdymT9V8_kAUNXG7Ag17dK7Dl8MrQkFZFZakV8ohrDldU7XaxQbPfls8XSDFcuXYd_0hodCPSQLKz9LZtqnzl8TWHpd4GNTeDseItEJ9EnBsqCTDh-U2NUwek9nR8PUfjJLkozFNZqDiM5093uhnkXs2TylUzRI41EqvpI2mHRTeoTZuV9FWtVVuybH0jAlULzQ2-46kJYY4tdJpW7vtC8YePtJox5itA1yRulOyS7Lqv3SqvOBHvDiKoBaUtZYWyZJPmyHghl-LdKoJW3vQ10XMRiHXlp0WLofnIdfFDuUYrvUOXlCWkJUwbVfqi_phFIvguSS_xU4-Minnr_5RHbLLYfzTcnjtWUzfiWWEcoy7CKcw8KEvzbjNPRYMi5nWaqHM81CGTGaPX-fYDQ-_k2hcxDx9NZyQlL3cnI5EhH01X8EWGxM_EXAw1tJjOiW2GBjgPY5aqfMSdU8NhII7BQb1Bb0lZyAsTJ2921k62RhGqyEhykl7ePYBzddqFkUps7WKn520cn0Cx2QhJjb1psSMKJtZFvIiAL3_ErwKslr6WjjZ33PJqUOBtlOZu5LDF7SEmzBeJze98-Q7dRPaHZeNsbXvBCpQej5r6uhaX-hCkkzYhRea5OYjAFsMsqLsYPX_Lgv77kdrqE1hoJpczeEcqMSCGpSqXdY04XYBZ5CN-IaSo5UKbInO__ard48RRQ_k_29g==&xkcb=SoCW6_M3jAt9p9zCVh0KbzkdCdPP&camk=C3EPSzFlQw-Kxz8aVjN35w==&p=1&fvj=0&vjs=3
"Analyst, Geo Analytics, India - X Delivery",Boston Consulting Group,"Bengaluru, Karnataka",https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Ad1FFWZOsBBwBZDGouyCcICeLSd3pQct3wJ1q5dPO7JNFPcbpYQ1XCYdTOV-ko2T5DcrUamP2zS3MZyVSQIoBnA4nHIPuszD-lTCRNXvM_eH6t5Gw_vjDTyTLRx1XVTdHEJz-tRybBukvNfd1sHqTcbRHIzvwCXpQRMdoMjpUMfIiB4zMXn8TrCRDjXVwcZ9BduLOyJB8q9FmAuiVL8WIJxgoh97DKUlI_ovUej5PjGrG8DMlJdAEDT_BNCiZ6k-teiHAyPrtIm8Fi2lubD7-Vp-RT_1LQkK4PWfSqfvuUAwMCR2EpsDUgJU8QwD0FIJNFXBKbJc8_x8oLMD2LZ56zhx-XkxpjQbGeY53Yh6xHlP4X9jzfm93kSAiPH7YSuKPt15rvxRto7dO8rBXVIR6CXwizNdbqgvV-VB_oYlXQClxxXcJLB2WzG3mA-3n___V9nzp6FukI4OJO9DYuuRbhJFxLN5NJv4aRJvBlTyNq2ydCF7SUJ6BPdfeUyqyv8rHjtEJA0yJHJMX0u3srvgBO93LsFgDKTDqN0ErWGjXRgwEPhNiemUn4bfa3V61Nz7UPb18n8SCrKblhscnCQ439lsklWv4OHXF6Ob1VR-vFYfr-P9svlwx3sMqvfDNKrXPyO1F4eRVORQxfyqyaRnkb2jc8Fl5IGuW_-OcH-kjhDmQVDYYLp6uOFHtqV10ITpme5qc2htBQ3yu50_Sqm5VPZJ9kax-tfw3p0vCdVC2naCLXVFG00yopHJlEkgssC4svCXiMVdwjs7CpI24G5-9gDJmo62GfbF4r2gQZTXgiJyBtbeLnL7x5AeGcnniGujeHFGCeZRyZ1TZQtBi886mL4QVqVo1xXLGbB06RHKPN1MNZ26W02dbSUWLSuWTJQ2HhYtCupB3D22P4MSubDFnPJuF2BveniZT34a6AxgS2i8bDvkfq8ZFH4_PxAh2sYYWl4SqZOCfya-8TSSfWaVjwaz5d40Yc9LikxkLgg8czXUUUYGXlpHuDkXRSxaR97FqRJdY8gNEVkv8QghFrtLYirIsqrno-YkY6wWOCmbggM14Xrbsfz-FAoabEOV11AlJ4MBVDDPaHrFjEou0Jjdz4lByq5F624q8uaAyI6gXu15mD9NFCVzeQYxxyPN2SzydopNbVM5cGdSDcBEREPbeAgGy4IlweyVO9e15uTEr9BuXXCIaXN3dqIwsv1G9u9ZuNWhe35jgMIFxbmglMzS2ORqssa9C-fhoKomsWMvirTIJ7TJ_J4bDM8lqyZictmDPsNbzDa_G_SFYJp2uJNYRcev_MMlBjzOWjHpiSFPjM2fa9bu18DMUQFu8K-jSHkjKCxDdOkFqcfEhNPR9nNByoG8HizIn7O4cMisv0vxWAi5fKaMpVscBxPH0OsMRkWU_g4wUfDndQuaHsbgRSbefeeSRbOA2BO13fUj_T_K95ZkMKquqTYwdR&xkcb=SoAL6_M3jAt9p9zCVh0JbzkdCdPP&camk=C3EPSzFlQw-Kxz8aVjN35w==&p=2&fvj=0&vjs=3
"AI or ML Engineer - Python, Scikit Learn, TensorFlow or PyTorch",Optum,"Hyderabad, Telangana",https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BWpgndjYL01xMr26yTqLCDFb3b3BUdaEwmMV3w6lpNxfdb7iEvGm0gmfmM0o9B9H9B0ZyZORxvlUf3qmUdLH_3uy5rhqnVMCVxyvqp94Vq_o7O5wvI9BtHL8DJyJTMBJUUZvMIYGRf3qXJwoVWMI3DnEsDejxkRgctQwR1IyzD-zDF-dvtA8aSoLqEJ8-tCQGO1pcTBpzwiE0PFKH4ENGBsDjW1II4CFrVzkhvKR4HRMbbuA-eSRiUei2zmKpdVfKt4o7JeynvB6rOr7XBYf2RKcw7YHVe0fgvDEh4fSpqg2cqCGF5zmJNjQT_GcyqS6BQdKIYTPIod1UrlYB7nyjpW8wG1UYWhgW5DwmeVjL62aS979QQ5zp0yzaFo85mzi-aCbBNz3La-5lKbPII-e-kX3vxuWPMgOm0j8wW5Paio0SBwJp3vlpabnI_DDLH2QVreEJWNxHtsO9JtscsH2np8eIU7RIsG4B-6CGL0mWjVv6VsjKy5nApC_A7RS3fMbxNWkroC55xMK4029mB462sNFMiy19TcD3EttGP3YOU0UVVZHAjigXJEXzIaeorsBKqG0RS0B1Rsg-1qlA07ws8AUydgkN1OA8JYOexrn24L_ieKZpVYWfE7-4nnTYMJTxa9eXPf3Pq3opkBrXMLub5JkYnuFdR7AfHt_vTdWdj0vAIVVEuXQPfy371VMqOgSdHqb04RpEBusWxBc1BbmfG0-gNhbJzM5TiLciRj235hDPnsxcs5kd0WxmEHj03AwgEJe8gVKVssHZPBm6J4dGEaTE-J7O_ZjxnxQaB8spl4asYTQTnFDRVmtN6b2P7LiA=&xkcb=SoC_6_M3jAt9p9zCVh0IbzkdCdPP&camk=ethIe0s0hed5mhSVDYdqwA==&p=3&fvj=0&vjs=3
